Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
Terra State Community College,Public,OH,Primarily in person,2228.0,555,41.3529997,-83.1584429
Texarkana College,Public,TX,Primarily in person,4239.0,752,33.4435903,-94.0779304
Texas A&M International U.,Public,TX,Primarily in person,7884.0,2254,27.5714739,-99.4355295
Texas A&M U. at College Station,Public,TX,Primarily in person,68679.0,1769,30.6187558,-96.33647719999999
Texas A&M U. at Commerce,Public,TX,Primarily in person,12411.0,1138,33.2406645,-95.91041489999999
Texas A&M U. at Corpus Christi,Public,TX,Primarily in person,11929.0,2734,27.7127448,-97.32414329999999
Texas A&M U. at Kingsville,Public,TX,Primarily in person,8541.0,1101,27.5269467,-97.88254049999999
Texas A&M U. at San Antonio,Public,TX,Primarily in person,6557.0,2136,29.3042745,-98.5247016
Texas A&M U. at Texarkana,Public,TX,Primarily in person,2097.0,752,33.4901523,-94.1032228
Texas Christian U.,Private,TX,Hybrid,10918.0,1407,32.7095936,-97.3635602
Texas College,Private,TX,Fully online,1042.0,1026,32.3746475,-95.3121286
Texas County Technical Institute (Mo.),Private,MO,TBD,63.0,140,37.300999,-91.96488099999999
Texas Lutheran U.,Private,TX,Primarily in person,1443.0,1029,29.57319489999999,-97.9847891
Texas Southern U.,Public,TX,Hybrid,9732.0,1585,29.7214214,-95.35926909999999
Texas Southmost College,Public,TX,Fully online,7130.0,2601,25.8986065,-97.49215
Texas State Technical College,Public,TX,Primarily online,12445.0,1741,31.6372348,-97.0836783
Texas State U.,Public,TX,Primarily in person,38644.0,2105,29.888411,-97.938351
Texas Tech U.,Public,TX,Primarily in person,38209.0,1829,33.5842591,-101.8782822
Texas Wesleyan U.,Private,TX,Hybrid,2236.0,1407,32.7323764,-97.28020699999999
Texas Woman's U.,Public,TX,Primarily in person,15518.0,843,33.2262886,-97.1275148
Thaddeus Stevens College of Technology,Public,PA,TBD,1233.0,1050,40.0378738,-76.28870160000001
The Citadel,Public,SC,Primarily in person,3763.0,2934,32.7973082,-79.9596641
Thiel College,Private,PA,Primarily in person,742.0,309,41.411974,-80.383918
Thomas Aquinas College,Private,CA,TBD,407.0,866,34.429349,-119.0886666
Thomas College (Me.),Private,ME,Primarily in person,1767.0,137,44.5248006,-69.66324829999999
Thomas Edison State U.,Public,NJ,TBD,10934.0,2181,40.2203297,-74.7684128
Thomas Jefferson U.,Private,PA,Primarily in person,7786.0,1644,39.9478658,-75.1560106
Thomas More College of Liberal Arts,Private,NH,TBD,90.0,916,42.8068101,-71.4843726
Thomas More U.,Private,KY,Hybrid,2253.0,800,39.021719,-84.5680072
Thomas Nelson Community College,Public,VA,TBD,7685.0,773,37.0644237,-76.41990330000002
Thomas U.,Private,GA,Primarily online,1310.0,2229,30.8158653,-83.9656962
Three Rivers College (Mo.),Public,MO,TBD,3076.0,559,36.7764609,-90.4307836
Three Rivers Community College (Conn.),Public,CT,Primarily online,3997.0,521,41.5097127,-72.1029863
Tidewater Community College,Public,VA,Primarily online,20941.0,1307,36.7860842,-76.1010199
Tiffin U.,Private,OH,Primarily in person,3045.0,276,41.11946640000001,-83.1880462
Tillamook Bay Community College,Public,OR,TBD,445.0,107,45.4566181,-123.8135947
Toccoa Falls College,Private,GA,TBD,1656.0,2165,34.5932502,-83.34814449999999
Tohono O'odham Community College,Public,AZ,TBD,459.0,1633,31.9899037,-111.7154618
Tompkins Cortland Community College,Public,NY,Primarily online,2373.0,223,42.502126,-76.287671
Torah Temimah Talmudical Seminary,Private,NY,Other,21.0,2406,40.635955,-73.97202589999999
Tougaloo College,Private,MS,TBD,736.0,2204,32.4048131,-90.1607274
Touro College (N.Y.),Private,NY,TBD,11800.0,1872,40.7069225,-74.0121399
Touro U. Worldwide,Private,CA,Fully online,1672.0,1182,33.808604,-118.057715
Towson U.,Public,MD,Hybrid,22923.0,1471,39.3936138,-76.6070574
Transylvania U.,Private,KY,Primarily in person,987.0,871,38.0516801,-84.49334189999999
Treasure Valley Community College,Public,OR,TBD,1866.0,2212,44.02260829999999,-116.9731458
Trenholm State Technical College,Public,AL,TBD,1855.0,2773,32.350273,-86.3429761
Trevecca Nazarene U.,Private,TN,Primarily in person,3927.0,2825,36.1425269,-86.75326749999999
Tri-County Community College,Public,NC,TBD,963.0,853,35.0677037,-83.9656375
Tri-County Technical College,Public,SC,Hybrid,6082.0,1053,34.6432426,-82.79529289999999
Tri-State Bible College,Private,OH,Other,51.0,356,38.4261062,-82.5795888
Trident Technical College,Public,SC,Hybrid,12148.0,2934,32.9297844,-80.03165000000001
Trine U.,Private,IN,Primarily in person,4320.0,577,41.63133,-85.01347229999999
Trine U. at Fort Wayne,Private,IN,Fully online,652.0,976,41.172328,-85.106504
Trinidad State Junior College,Public,CO,TBD,1542.0,106,37.1732795,-104.5146953
Trinity Baptist College,Private,FL,Primarily in person,354.0,2344,30.3070492,-81.7964312
Trinity Bible College,Private,ND,TBD,253.0,221,46.0005465,-98.5182677
Trinity Christian College,Private,IL,Primarily in person,1131.0,2043,41.6684816,-87.7829692
Trinity College (Conn.),Private,CT,Primarily in person,2235.0,1413,41.7477163,-72.6905038
Trinity College of Florida,Private,FL,Primarily in person,205.0,1269,28.1947855,-82.6783121
Trinity College of Nursing & Health Sciences,Private,IL,TBD,217.0,1090,41.4850472,-90.5690055
Trinity International U.,Private,IL,Primarily in person,1775.0,1703,42.1979075,-87.88103269999999
"Trinity International U., Florida Regional Center",Private,FL,TBD,223.0,4518,25.6830678,-80.4176892
Trinity U.,Private,TX,Hybrid,2637.0,2136,29.4618396,-98.48331209999999
Trinity Valley Community College,Public,TX,Primarily in person,4245.0,717,32.1965032,-95.85704439999999
Trinity Washington U.,Private,DC,Primarily online,1782.0,1793,38.9275815,-77.0049153
Triton College,Public,IL,TBD,10529.0,2043,41.9156189,-87.84125689999999
Trocaire College,Private,NY,Primarily online,1349.0,932,42.8465402,-78.8122838
Troy U.,Public,AL,Hybrid,16981.0,2003,31.8010955,-85.9572999
Truckee Meadows Community College,Public,NV,Primarily online,10861.0,1175,39.5707658,-119.7979075
Truett McConnell U.,Private,GA,Fully in person,3001.0,1041,34.5962007,-83.7478021
Truman State U.,Public,MO,Other,5853.0,529,40.1831629,-92.5809621
Tufts U.,Private,MA,Hybrid,11586.0,1623,42.4085371,-71.1182729
Tulane U.,Private,LA,Hybrid,12646.0,2665,29.9407282,-90.12031669999999
Tulsa Community College,Public,OK,Primarily online,16475.0,1408,36.1935414,-95.9378232
Tunxis Community College,Public,CT,Hybrid,3902.0,1413,41.7049673,-72.8785612
Turtle Mountain Community College,Private,ND,TBD,573.0,226,48.88373559999999,-99.75074
Tusculum U.,Private,TN,TBD,1735.0,537,36.1724335,-82.7608814
Tuskegee U.,Private,AL,Hybrid,3026.0,1669,32.4307809,-85.7073277
Tyler Junior College,Public,TX,Hybrid,10106.0,1026,32.3337516,-95.28338409999999
U of Arkansas at Fort Smith,Public,AR,Primarily in person,6557.0,1387,35.3826091,-94.3736471
U. at Albany,Public,NY,Hybrid,17944.0,820,42.6849814,-73.824773
U. at Buffalo,Public,NY,Hybrid,31503.0,932,42.8969217,-78.86852139999999
U. of Akron,Public,OH,Primarily online,18731.0,600,41.0770227,-81.5114462
U. of Akron-Wayne College,Public,OH,Other,1683.0,423,40.8614082,-81.7900543
U. of Alabama at Birmingham,Public,AL,Hybrid,21923.0,1798,33.5019893,-86.8064433
U. of Alabama at Huntsville,Public,AL,Hybrid,9736.0,1407,34.7251471,-86.639783
U. of Alabama at Tuscaloosa,Public,AL,Primarily in person,38390.0,1934,33.2140233,-87.5391418
U. of Alaska at Anchorage,Public,AK,Hybrid,14644.0,634,61.1910421,-149.8195598
U. of Alaska at Fairbanks,Public,AK,Hybrid,7404.0,407,64.85575659999999,-147.8335418
U. of Alaska-Southeast,Public,AK,Primarily online,2266.0,272,58.38552139999999,-134.6407459
U. of Arizona,Public,AZ,Hybrid,44097.0,1633,32.2318851,-110.9501094
U. of Arkansas at Fayetteville,Public,AR,Hybrid,27778.0,2628,36.0686895,-94.1748471
U. of Arkansas at Little Rock,Public,AR,Hybrid,10515.0,1230,34.7240568,-92.3388872
U. of Arkansas at Monticello,Public,AR,Hybrid,3111.0,876,33.5917582,-91.81355889999999
U. of Arkansas at Pine Bluff,Public,AR,Primarily online,2579.0,1927,34.2468716,-92.0213392
U. of Arkansas Community College at Batesville,Public,AR,TBD,1319.0,985,35.7931929,-91.616377
U. of Arkansas Community College at Morrilton,Public,AR,Primarily online,1902.0,651,35.1719646,-92.72951309999999
U. of Arkansas Community College-Hope-Texarkana,Public,AR,TBD,1559.0,954,33.6413594,-93.59596959999999
U. of Arkansas Community College-Rich Mountain,Public,AR,TBD,814.0,635,34.5910476,-94.22028069999999
U. of Arkansas-Pulaski Technical College,Public,AR,TBD,4531.0,1230,34.78212980000001,-92.29936359999999
U. of Baltimore,Public,MD,Fully online,5041.0,1883,39.3064956,-76.61770589999999
U. of Bridgeport,Private,CT,Primarily in person,5485.0,1884,41.164718,-73.1903142
U. of California at Berkeley,Public,CA,Primarily online,42501.0,701,37.8718992,-122.2585399
U. of California at Davis,Public,CA,Hybrid,38167.0,731,38.5382322,-121.7617125
U. of California at Irvine,Public,CA,Primarily online,36032.0,1182,33.6404952,-117.8442962
U. of California at Los Angeles,Public,CA,Primarily online,44537.0,1903,34.068921,-118.4451811
U. of California at Merced,Public,CA,Primarily online,8544.0,1593,37.3660652,-120.4224179
U. of California at Riverside,Public,CA,Primarily online,23922.0,1594,33.9737055,-117.3280644
U. of California at San Diego,Public,CA,Primarily online,37887.0,905,32.8800604,-117.2340135
U. of California at Santa Barbara,Public,CA,Primarily online,25976.0,1390,34.4139629,-119.848947
U. of California at Santa Cruz,Public,CA,Primarily online,19700.0,421,36.9880503,-122.0582093
U. of Central Arkansas,Public,AR,TBD,11177.0,983,35.0780939,-92.4578916
U. of Central Florida,Public,FL,Hybrid,68475.0,2248,28.6024274,-81.2000599
U. of Central Missouri,Public,MO,Primarily in person,11487.0,864,38.758081,-93.7383705
U. of Central Oklahoma,Public,OK,Primarily in person,15393.0,1197,35.657506,-97.4709491
U. of Charleston,Private,WV,Primarily in person,2623.0,443,38.3327567,-81.6159277
U. of Chicago,Private,IL,Hybrid,17002.0,2043,41.7886079,-87.5987133
U. of Cincinnati,Public,OH,Hybrid,37886.0,1122,39.1329219,-84.51495039999999
U. of Cincinnati-Blue Ash College,Public,OH,Hybrid,4870.0,1122,39.2329891,-84.3998629
U. of Cincinnati-Clermont College,Public,OH,Hybrid,3017.0,411,39.0797116,-84.1955973
U. of Colorado at Boulder,Public,CO,Primarily in person,36681.0,596,40.00758099999999,-105.2659417
U. of Colorado at Colorado Springs,Public,CO,Hybrid,13123.0,666,38.8962961,-104.8061551
U. of Colorado at Denver,Public,CO,Primarily online,25645.0,1224,39.7463596,-105.002342
U. of Connecticut,Public,CT,Hybrid,27412.0,674,41.8077414,-72.2539805
U. of Connecticut at Hartford,Public,CT,Primarily in person,1432.0,1413,41.7627428,-72.67248219999999
U. of Connecticut-Avery Point,Public,CT,Hybrid,571.0,521,41.3179294,-72.0647414
U. of Connecticut-Stamford,Public,CT,Primarily in person,1977.0,1884,41.0560153,-73.54241549999999
U. of Connecticut-Tri-Campus,Public,CT,Primarily in person,865.0,1518,41.5556838,-73.0385898
U. of Dallas,Private,TX,Primarily in person,2542.0,1932,32.8462097,-96.9210392
U. of Dayton,Private,OH,Primarily in person,11241.0,756,39.7393,-84.17996749999999
U. of Delaware,Public,DE,Primarily online,24120.0,1237,39.6779504,-75.7506114
U. of Denver,Private,CO,Primarily online,11952.0,1410,39.6766174,-104.9618965
U. of Detroit Mercy,Private,MI,Primarily online,5111.0,1546,42.4141556,-83.1379932
U. of Dubuque,Private,IA,TBD,2385.0,1564,42.4952453,-90.6956357
U. of Evansville,Private,IN,Fully in person,2443.0,938,37.9733172,-87.53186439999999
U. of Findlay (Ohio),Private,OH,TBD,4870.0,416,41.0547074,-83.6544847
U. of Florida,Public,FL,Primarily online,52218.0,1392,29.6436325,-82.3549302
U. of Florida-Online,Public,FL,Primarily online,3585.0,1392,29.6436325,-82.3549302
U. of Fort Lauderdale,Private,FL,TBD,83.0,3037,26.1207636,-80.1809802
U. of Georgia,Public,GA,Primarily in person,38652.0,1378,33.9480053,-83.3773221
U. of Hartford,Private,CT,Primarily in person,6770.0,1413,41.7984508,-72.7137664
U. of Hawaii at Hilo,Public,HI,Hybrid,3406.0,58,19.7011389,-155.0814464
U. of Hawaii Hawaii Community College,Public,HI,Hybrid,2632.0,58,19.7050194,-155.0699525
U. of Hawaii Honolulu Community College,Public,HI,TBD,3541.0,191,21.320666,-157.8697388
U. of Hawaii Kauai Community College,Public,HI,TBD,1486.0,66,21.96827,-159.3963019
U. of Hawaii Leeward Community College,Public,HI,TBD,6709.0,191,21.3926698,-157.983846
U. of Hawaii Maui College,Public,HI,TBD,3092.0,104,20.8903364,-156.4794948
U. of Hawaii Windward Community College,Public,HI,Primarily in person,2460.0,191,21.4079179,-157.8122219
U. of Hawaii-Manoa,Public,HI,Primarily online,17710.0,191,21.296939,-157.8171118
U. of Hawaii-West Oahu,Public,HI,Primarily in person,3128.0,191,21.355188,-158.056065
U. of Holy Cross,Private,LA,Primarily online,1255.0,2665,29.91207469999999,-89.9949508
U. of Houston,Public,TX,Primarily online,46324.0,1585,29.7199489,-95.3422334
U. of Houston-Clear Lake,Public,TX,Primarily online,8961.0,1585,29.5806694,-95.09909510000001
U. of Houston-Downtown,Public,TX,Primarily online,14265.0,1585,29.7662579,-95.3593594
U. of Houston-Victoria,Public,TX,Primarily in person,4336.0,3483,28.8166264,-96.9784322
U. of Idaho,Public,ID,Primarily in person,11841.0,201,46.7288124,-117.0126084
U. of Illinois at Chicago,Public,IL,Primarily online,31683.0,2043,41.8697938,-87.6496336
U. of Illinois at Springfield,Public,IL,Primarily online,4575.0,513,39.7301376,-89.61852689999999
U. of Illinois at Urbana-Champaign,Public,IL,Primarily online,49702.0,737,40.1019523,-88.2271615
U. of Indianapolis,Private,IN,Primarily online,5935.0,1557,39.7095718,-86.1343761
U. of Iowa,Public,IA,Primarily in person,31656.0,1297,41.6612902,-91.5361207
U. of Jamestown,Private,ND,Primarily in person,1089.0,546,46.9160461,-98.7019459
U. of Kansas,Public,KS,Primarily in person,27690.0,556,38.9543439,-95.2557961
U. of Kentucky,Public,KY,Hybrid,29182.0,871,38.0306511,-84.5039697
U. of La Verne,Private,CA,Other,8064.0,1903,34.1007589,-117.7729742
U. of Louisiana at Lafayette,Public,LA,TBD,17123.0,2645,30.2114404,-92.0204121
U. of Louisiana at Monroe,Public,LA,Primarily online,9291.0,2867,32.5267122,-92.07317909999999
U. of Louisville,Public,KY,Primarily online,21430.0,930,38.2122761,-85.75850229999999
U. of Lynchburg,Private,VA,Primarily in person,3081.0,573,37.4006,-79.183153
U. of Maine at Augusta,Public,ME,Primarily online,4128.0,137,44.3379097,-69.7965122
U. of Maine at Farmington,Public,ME,Primarily online,2040.0,150,44.66905209999999,-70.1489758
U. of Maine at Fort Kent,Public,ME,Primarily online,1791.0,47,47.2503932,-68.58930219999999
U. of Maine at Machias,Public,ME,Primarily online,675.0,28,44.7080638,-67.45610789999999
U. of Maine at Orono,Public,ME,TBD,11404.0,98,44.8955674,-68.6735534
U. of Maine at Presque Isle,Public,ME,Hybrid,1553.0,47,46.6722917,-68.0162995
U. of Mary,Private,ND,Primarily in person,3796.0,1025,46.7236531,-100.7522249
U. of Mary Hardin-Baylor,Private,TX,Primarily in person,3888.0,1022,31.0701756,-97.46668179999999
U. of Mary Washington,Public,VA,Primarily in person,4727.0,1258,38.3013039,-77.47447
U. of Maryland at College Park,Public,MD,Primarily online,41200.0,2510,38.9869183,-76.9425543
U. of Maryland University College,Public,MD,Fully online,60603.0,2510,38.91265,-76.847599
U. of Maryland-Baltimore County,Public,MD,Primarily online,13767.0,1471,39.2556759,-76.7109674
U. of Maryland-Eastern Shore,Public,MD,TBD,3193.0,478,38.2102166,-75.6848002
U. of Massachusetts at Amherst,Public,MA,Primarily online,30593.0,705,42.3867598,-72.5300515
U. of Massachusetts at Boston,Public,MA,Fully online,16164.0,2697,42.3144915,-71.0373279
U. of Massachusetts at Dartmouth,Public,MA,Hybrid,8513.0,1633,41.62816,-71.0046292
U. of Massachusetts at Lowell,Public,MA,Primarily in person,18242.0,1623,42.6552587,-71.3247164
U. of Memphis,Public,TN,Primarily in person,21458.0,2273,35.1187498,-89.9374928
U. of Miami,Private,FL,Primarily in person,17331.0,4518,25.7178924,-80.2746368
U. of Michigan at Ann Arbor,Public,MI,Hybrid,46716.0,657,42.2780436,-83.7382241
U. of Michigan at Dearborn,Public,MI,Primarily online,9460.0,1546,42.31763429999999,-83.2320299
U. of Michigan at Flint,Public,MI,Primarily online,7532.0,854,43.0199325,-83.6881932
U. of Minnesota at Crookston,Public,MN,Hybrid,2810.0,408,47.7998548,-96.6072394
U. of Minnesota at Duluth,Public,MN,Hybrid,11024.0,213,46.8187754,-92.0843306
U. of Minnesota at Morris,Public,MN,Hybrid,1552.0,153,45.58903170000001,-95.8969661
U. of Minnesota at Rochester,Public,MN,Hybrid,533.0,1058,44.022371,-92.463251
U. of Minnesota-Twin Cities,Public,MN,Hybrid,50734.0,1440,44.97399,-93.2277285
U. of Mississippi,Public,MS,Primarily online,22456.0,1626,34.3647324,-89.538443
U. of Missouri at Columbia,Public,MO,Hybrid,29843.0,690,38.9403808,-92.32773750000001
U. of Missouri at Kansas City,Public,MO,Primarily online,16375.0,1355,39.0346733,-94.5785312
U. of Missouri at St. Louis,Public,MO,Primarily online,16441.0,1300,38.7092187,-90.3083223
U. of Mobile,Private,AL,Hybrid,1885.0,2184,30.79250759999999,-88.13134869999999
U. of Montana at Missoula,Public,MT,Primarily online,10962.0,229,46.8600672,-113.9852081
U. of Montana Helena College of Technology,Public,MT,TBD,1520.0,195,46.5956521,-112.0158423
U. of Montana Western,Public,MT,Other,1508.0,500,45.20878889999999,-112.638748
U. of Montevallo,Public,AL,TBD,2612.0,1495,33.1067187,-86.86541679999999
U. of Mount Olive,Private,NC,TBD,3208.0,1865,35.20782,-78.07108869999999
U. of Mount Union,Private,OH,Hybrid,2403.0,450,40.9045455,-81.1100005
U. of Nebraska at Kearney,Public,NE,TBD,6327.0,679,40.7011879,-99.1014292
U. of Nebraska at Lincoln,Public,NE,Primarily in person,25820.0,985,40.8202878,-96.70748920000001
U. of Nebraska at Omaha,Public,NE,Primarily in person,15431.0,1863,41.20103779999999,-96.1683915
U. of Nebraska-Nebraska College of Technical Agriculture,Public,NE,TBD,335.0,115,40.6355438,-100.5105944
U. of Nevada at Las Vegas,Public,NV,Hybrid,30457.0,2015,36.1085197,-115.1431709
U. of Nevada at Reno,Public,NV,TBD,21463.0,1175,39.5453407,-119.8161657
U. of New England,Private,ME,Primarily online,8010.0,323,43.4582904,-70.3865402
U. of New Hampshire,Public,NH,Primarily online,15298.0,257,43.138948,-70.9370252
U. of New Hampshire at Manchester,Public,NH,Primarily online,750.0,916,42.9871109,-71.4686876
U. of New Haven,Private,CT,Primarily in person,6867.0,1518,41.2907061,-72.9615183
U. of New Mexico,Public,NM,Hybrid,24319.0,717,35.0843187,-106.6197812
U. of New Mexico at Gallup,Public,NM,Hybrid,2190.0,5494,35.5018546,-108.7258757
U. of New Mexico at Los Alamos,Public,NM,Hybrid,871.0,109,35.8861204,-106.319616
U. of New Mexico at Taos,Public,NM,Hybrid,1219.0,298,36.3488142,-105.651806
U. of New Mexico-Valencia,Public,NM,Hybrid,2041.0,486,34.7298359,-106.7048753
U. of New Orleans,Public,LA,Hybrid,8151.0,2665,30.028658,-90.065928
U. of North Alabama,Public,AL,Hybrid,7488.0,1146,34.8074555,-87.6811676
U. of North Carolina at Asheville,Public,NC,Primarily online,3762.0,664,35.6163781,-82.5672238
U. of North Carolina at Chapel Hill,Public,NC,Hybrid,30011.0,900,35.9049122,-79.0469134
U. of North Carolina at Charlotte,Public,NC,Primarily in person,29710.0,1979,35.3070929,-80.735164
U. of North Carolina at Greensboro,Public,NC,Primarily online,20106.0,995,36.0689296,-79.8101975
U. of North Carolina at Pembroke,Public,NC,Primarily in person,7137.0,1975,34.6899339,-79.2005823
U. of North Carolina at Wilmington,Public,NC,Primarily online,16747.0,1042,34.223874,-77.8696036
U. of North Carolina School of the Arts,Public,NC,Primarily in person,1042.0,1325,36.076292,-80.237011
U. of North Dakota,Public,ND,TBD,13847.0,889,47.922891,-97.0768014
U. of North Florida,Public,FL,Hybrid,16776.0,2344,30.2661204,-81.50723140000001
U. of North Georgia,Public,GA,TBD,19722.0,942,34.5278618,-83.9844416
U. of North Texas,Public,TX,Hybrid,38241.0,843,33.207488,-97.1525862
U. of North Texas at Dallas,Public,TX,Primarily online,3757.0,1932,32.7817964,-96.79488699999999
U. of Northern Colorado,Public,CO,Hybrid,13437.0,1202,40.4032798,-104.7002313
U. of Northern Iowa,Public,IA,Primarily in person,11187.0,2246,42.5121517,-92.46464689999999
U. of Northwestern at St. Paul (Minn.),Private,MN,TBD,3623.0,1267,45.031563,-93.168573
U. of Northwestern Ohio,Private,OH,Primarily online,3420.0,623,40.7618395,-84.1580211
U. of Notre Dame,Private,IN,Primarily in person,12607.0,1157,41.7055716,-86.2353388
U. of Oklahoma at Norman,Public,OK,Primarily in person,28564.0,977,35.2058936,-97.4457137
U. of Oregon,Public,OR,Primarily in person,22644.0,140,44.0448302,-123.0726055
U. of Pennsylvania,Private,PA,Primarily online,25860.0,1644,39.9522188,-75.1932137
U. of Pikeville,Private,KY,Primarily in person,2317.0,362,37.4791788,-82.5209983
U. of Pittsburgh at Bradford,Public,PA,Hybrid,1281.0,67,41.9448725,-78.6722185
U. of Pittsburgh at Greensburg,Public,PA,Hybrid,1508.0,405,40.2765907,-79.5316253
U. of Pittsburgh at Johnstown,Public,PA,TBD,2600.0,198,40.2674464,-78.83401730000001
U. of Pittsburgh at Titusville,Public,PA,TBD,225.0,147,41.6292889,-79.6638933
U. of Pittsburgh main campus,Public,PA,Hybrid,28673.0,673,40.4443533,-79.960835
U. of Portland,Private,OR,Hybrid,4280.0,557,45.5732046,-122.7275712
U. of Providence,Private,MT,Primarily in person,1038.0,179,47.4906921,-111.2707539
U. of Puget Sound,Private,WA,Primarily in person,2666.0,596,47.2615552,-122.4817084
U. of Redlands,Private,CA,Fully online,4598.0,1544,34.0627062,-117.1632608
U. of Rhode Island,Public,RI,Primarily in person,17777.0,467,41.4860647,-71.5308537
U. of Richmond,Private,VA,TBD,4002.0,1316,37.5751669,-77.5407146
U. of Rio Grande,Private,OH,TBD,1704.0,189,38.8806214,-82.3769231
U. of Rochester,Private,NY,Primarily online,11817.0,641,43.1305531,-77.6260033
U. of Saint Francis (Ind.),Private,IN,Primarily in person,2199.0,976,41.0874895,-85.17384380000001
U. of Saint Joseph,Private,CT,Hybrid,2465.0,1413,41.7822232,-72.73054549999999
U. of Saint Mary,Private,KS,Primarily in person,1254.0,1777,39.2783084,-94.9063137
U. of San Diego,Private,CA,Primarily online,9073.0,905,32.7719191,-117.188213
U. of San Francisco,Private,CA,Hybrid,10713.0,783,37.7765643,-122.4507187
U. of Science and Arts of Oklahoma,Public,OK,Primarily in person,852.0,747,35.031511,-97.95390830000001
U. of Scranton,Private,PA,TBD,5286.0,899,41.40666299999999,-75.6586032
U. of Sioux Falls,Private,SD,Fully in person,1615.0,2261,43.5321764,-96.7390169
U. of South Alabama,Public,AL,Primarily online,14834.0,2184,30.6917792,-88.1774658
U. of South Carolina at Aiken,Public,SC,Hybrid,3699.0,893,33.57299,-81.77107749999999
U. of South Carolina at Beaufort,Public,SC,Hybrid,2116.0,1982,32.4365894,-80.66916839999999
U. of South Carolina at Columbia,Public,SC,Primarily in person,34795.0,1917,33.9937575,-81.0299186
U. of South Carolina at Lancaster,Public,SC,Primarily in person,1523.0,1163,34.736101,-80.7886039
U. of South Carolina at Sumter,Public,SC,Primarily in person,1110.0,2158,33.934075,-80.37362
U. of South Carolina at Union,Public,SC,Primarily in person,1093.0,1208,34.7178958,-81.6210229
U. of South Carolina Upstate,Public,SC,Hybrid,6175.0,1237,34.9996102,-81.9711555
U. of South Carolina-Salkehatchie,Public,SC,Primarily in person,927.0,2051,33.0131258,-81.2996407
U. of South Dakota,Public,SD,Primarily in person,10066.0,840,42.7883015,-96.92533809999999
U. of South Florida,Public,FL,Primarily online,43846.0,2184,28.0587031,-82.41385389999999
U. of South Florida at St. Petersburg,Public,FL,Hybrid,4727.0,1751,27.763435,-82.6352615
U. of South Florida-Sarasota/Manatee,Public,FL,Hybrid,2069.0,2336,27.3914573,-82.5629688
U. of Southern California,Private,CA,Primarily online,47310.0,1903,34.0624403,-118.2112877
U. of Southern Indiana,Public,IN,Hybrid,10986.0,938,37.9582437,-87.67469380000001
U. of Southern Maine,Public,ME,Primarily online,8140.0,705,43.6619008,-70.2757199
U. of Southern Mississippi,Public,MS,Primarily in person,14509.0,2160,31.3298668,-89.33345349999999
U. of St. Francis (Ill.),Private,IL,Primarily in person,3927.0,1248,41.5332096,-88.09758579999999
U. of St. Thomas (Minn.),Private,MN,Primarily online,10035.0,1267,44.943096,-93.1897082
U. of St. Thomas (Tex.),Private,TX,Hybrid,3223.0,1585,29.7364692,-95.3933007
U. of Tampa,Private,FL,Hybrid,9333.0,2184,27.9468036,-82.4670028
U. of Tennessee at Chattanooga,Public,TN,Primarily in person,11638.0,1572,35.0458509,-85.2953072
U. of Tennessee at Knoxville,Public,TN,Hybrid,28894.0,861,35.9544013,-83.92945639999999
U. of Tennessee at Martin,Public,TN,Primarily online,7048.0,773,36.343177,-88.86445379999999
U. of Texas at Arlington,Public,TX,Primarily in person,47899.0,1407,32.7291229,-97.11209140000001
U. of Texas at Austin,Public,TX,Primarily in person,51832.0,1724,30.2849185,-97.7340567
U. of Texas at Dallas,Public,TX,TBD,28755.0,1932,32.9857619,-96.7500993
U. of Texas at El Paso,Public,TX,Primarily in person,25151.0,1720,31.7709368,-106.5046405
U. of Texas at San Antonio,Public,TX,Primarily in person,32264.0,2136,29.336701,-98.528719
U. of Texas at Tyler,Public,TX,Primarily in person,10206.0,1026,32.315745,-95.25423099999999
U. of Texas of the Permian Basin,Public,TX,Primarily in person,5834.0,1437,31.8876067,-102.3230046
U. of Texas-Rio Grande Valley,Public,TX,Hybrid,28644.0,2002,26.3074672,-98.174185
U. of the Arts,Private,PA,Primarily in person,1914.0,1644,39.945974,-75.165566
U. of the Cumberlands,Private,KY,TBD,13472.0,377,36.7371496,-84.1638243
U. of the District of Columbia,Public,DC,TBD,4244.0,1793,38.9446253,-77.06563009999999
U. of the Incarnate Word,Private,TX,TBD,8263.0,2136,29.4675939,-98.4676217
U. of the Ozarks,Private,AR,TBD,872.0,2400,35.4758935,-93.46628749999999
U. of the Pacific,Private,CA,Hybrid,6493.0,1568,37.9798869,-121.3128577
U. of the Sciences in Philadelphia,Private,PA,Primarily online,2231.0,1644,39.9468678,-75.2071035
U. of the Southwest,Private,NM,TBD,951.0,914,32.7737487,-103.190892
U. of the West,Private,CA,Fully online,291.0,1903,34.045475,-118.082892
U. of Toledo,Public,OH,Primarily in person,20237.0,1122,41.6578804,-83.6142374
U. of Tulsa,Private,OK,Hybrid,4365.0,1408,36.1520526,-95.94607529999999
U. of Utah,Public,UT,Primarily in person,33023.0,1732,40.7649368,-111.8421021
U. of Valley Forge,Private,PA,Hybrid,659.0,946,40.116888,-75.5456572
U. of Vermont,Public,VT,Primarily in person,13395.0,444,44.4778528,-73.1964637
U. of Virginia,Public,VA,Primarily online,24639.0,713,38.0335529,-78.5079772
U. of Virginia's College at Wise,Public,VA,TBD,2065.0,215,36.970591,-82.560716
